article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"Biden, in Thursday Speech, to Impose New Vaccine Mandates",https://www.msn.com/en-us/news/politics/biden-in-thursday-speech-to-impose-new-vaccine-mandates/ar-AAOeQ2b?ocid=BingNews,Top stories,The New York Times,Unavailable,2h,1.0,False,False
Psaki defends move to oust Trump appointees from military academy boards,https://www.msn.com/en-us/news/politics/psaki-defends-move-to-oust-trump-appointees-from-military-academy-boards/ar-AAOgy3Z?ocid=BingNews,Top stories,The Hill,Unavailable,1h,2.0,False,False
Black woman speaks out after police officer attempts to tackle her in park,https://www.msn.com/en-us/news/crime/black-woman-speaks-out-after-police-officer-attempts-to-tackle-her-in-park/ar-AAOfWEA?ocid=BingNews,Top stories,ABC News,Unavailable,1h,3.0,False,False
"Time, misinfo complicate teaching 9/11 to kids born after it",https://www.msn.com/en-us/news/us/time-misinfo-complicate-teaching-911-to-kids-born-after-it/ar-AAOgjRK?ocid=BingNews,Top stories,Associated Press,Unavailable,1h,4.0,False,False
Taliban to allow dozens of U.S. civilians to leave Kabul as humanitarian crisis looms,https://www.msn.com/en-us/news/world/taliban-to-allow-dozens-of-us-civilians-to-leave-kabul-as-humanitarian-crisis-looms/ar-AAOg2WN?ocid=BingNews,Top stories,NBC News,Unavailable,4h,5.0,False,False
Westerners to board first commercial flight from Kabul,https://www.msn.com/en-us/news/world/dozens-of-westerners-board-commercial-flight-from-kabul/ar-AAOfWar?ocid=BingNews,Top stories,Associated Press,Unavailable,5h,6.0,False,False
CIA operatives who led charge in Afghanistan after 9/11 feel betrayed by Biden's botched withdrawal,https://www.msn.com/en-us/news/world/cia-operatives-who-led-charge-in-afghanistan-after-911-feel-betrayed-by-bidens-botched-withdrawal/ar-AAOeAwT?ocid=BingNews,Top stories,FOX News,Unavailable,20h,7.0,False,False
White House pulls nomination of gun control advocate to lead firearms agency,https://www.msn.com/en-us/news/politics/white-house-pulls-nomination-of-gun-control-advocate-to-lead-firearms-agency/ar-AAOgiEA?ocid=BingNews,Top stories,Reuters,Unavailable,2h,8.0,False,False
"Too optimistic, too soon? As delta surge threatens gains, Biden looks to recalibrate COVID strategy",https://www.msn.com/en-us/news/politics/too-optimistic-too-soon-as-delta-surge-threatens-gains-biden-looks-to-recalibrate-covid-strategy/ar-AAOfohP?ocid=BingNews,Top stories,USA TODAY,Unavailable,2h,9.0,False,False
COVID-19 live updates: Biden's 6-pronged strategy to fight pandemic,https://www.msn.com/en-us/news/us/covid-19-live-updates-bidens-6-pronged-strategy-to-fight-pandemic/ar-AAObtSA?ocid=BingNews,Top stories,ABC News,Unavailable,31m,10.0,False,False
"At least 200 Afghan dual nationals, including Americans, leave from newly reopened Kabul airport",https://www.msn.com/en-us/news/world/at-least-200-afghan-dual-nationals-including-americans-leave-from-newly-reopened-kabul-airport/ar-AAOfQ66?ocid=BingNews,Top stories,The Washington Post,Unavailable,6h,11.0,False,False
